file,type,severity,time_us,module,message
dsi3_discovery_mode.log,UVM,UVM_INFO,60087.157,dsi3_random_discovery_mode_seq,dsi3_random_discovery_mode_seq sequence starting
dsi3_discovery_mode.log,UVM,UVM_INFO,60095.838,sim:measure,'DSI_CFG' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,60183.469838,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60185.469854,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60421.651838,sim:measure,"'t__Disc_dly_valid,32__' = '274.950000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60428.611854,sim:measure,"'t__Disc_dly_valid,32__' = '279.358000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60500.52541,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60500.52541,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60502.525411,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60502.525411,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60740.84341,sim:measure,"'t__Disc_dly_valid,32__' = '275.522000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60745.023411,sim:measure,"'t__Disc_dly_valid,32__' = '279.220000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60817.580929,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60817.580929,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60819.580926,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,60819.580926,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61161.238,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,61165.078,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,61168.918,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,61172.758,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_ERROR,61377.598,dsi3_random_discovery_mode_seq,Unable to get OTP model interface from config DB!
dsi3_discovery_mode.log,UVM,UVM_INFO,61377.598,dsi3_random_discovery_mode_seq,dsi3_random_discovery_mode_seq sequence starting
dsi3_discovery_mode.log,UVM,UVM_INFO,61386.279,sim:measure,'DSI_CFG' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,61473.91431,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61475.914261,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61708.64831,sim:measure,"'t__Disc_dly_valid,32__' = '271.525000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61713.520261,sim:measure,"'t__Disc_dly_valid,32__' = '274.535000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61790.96981,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61790.96981,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61792.969826,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,61792.969826,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62038.11581,sim:measure,"'t__Disc_dly_valid,32__' = '282.994000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62039.311826,sim:measure,"'t__Disc_dly_valid,32__' = '283.064000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62108.025382,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62108.025382,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62110.025398,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62110.025398,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62315.631382,sim:measure,"'t__Disc_dly_valid,32__' = '244.282000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62345.647398,sim:measure,"'t__Disc_dly_valid,32__' = '271.033000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62425.080954,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62425.080954,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62427.08097,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62427.08097,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,62768.679,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,62772.519,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,62776.359,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,62780.199,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_ERROR,62985.039,dsi3_random_discovery_mode_seq,Unable to get OTP model interface from config DB!
dsi3_discovery_mode.log,UVM,UVM_INFO,62985.039,dsi3_random_discovery_mode_seq,dsi3_random_discovery_mode_seq sequence starting
dsi3_discovery_mode.log,UVM,UVM_INFO,62993.72,sim:measure,'DSI_CFG' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,63081.358726,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63083.358742,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63308.696726,sim:measure,"'t__Disc_dly_valid,32__' = '262.611000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63336.848742,sim:measure,"'t__Disc_dly_valid,32__' = '288.510000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63398.414298,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63398.414298,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63400.414303,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63400.414303,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63605.192298,sim:measure,"'t__Disc_dly_valid,32__' = '243.500000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63628.964303,sim:measure,"'t__Disc_dly_valid,32__' = '265.226000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63715.469821,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63715.469821,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63717.469814,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63717.469814,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63927.623814,sim:measure,"'t__Disc_dly_valid,32__' = '245.542000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,63949.387821,sim:measure,"'t__Disc_dly_valid,32__' = '270.502000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64032.52537,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64032.52537,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64034.525386,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64034.525386,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64274.15537,sim:measure,"'t__Disc_dly_valid,32__' = '276.811000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64275.827386,sim:measure,"'t__Disc_dly_valid,32__' = '277.288000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64349.580942,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64349.580942,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64351.580958,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64351.580958,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,64693.12,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,64696.96,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,64700.8,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,64704.64,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_ERROR,64909.48,dsi3_random_discovery_mode_seq,Unable to get OTP model interface from config DB!
dsi3_discovery_mode.log,UVM,UVM_INFO,64909.48,dsi3_random_discovery_mode_seq,dsi3_random_discovery_mode_seq sequence starting
dsi3_discovery_mode.log,UVM,UVM_INFO,64918.161,sim:measure,'DSI_CFG' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,65005.803158,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65007.803174,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65219.441174,sim:measure,"'t__Disc_dly_valid,32__' = '247.164000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65219.449158,sim:measure,"'t__Disc_dly_valid,32__' = '249.471000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65322.85873,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65322.85873,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65324.858746,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65324.858746,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65538.136746,sim:measure,"'t__Disc_dly_valid,32__' = '249.333000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65548.34073,sim:measure,"'t__Disc_dly_valid,32__' = '261.031000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65639.914302,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65639.914302,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65641.914253,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65641.914253,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65852.176253,sim:measure,"'t__Disc_dly_valid,32__' = '247.398000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65856.500302,sim:measure,"'t__Disc_dly_valid,32__' = '252.043000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65956.969843,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65956.969843,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65958.969818,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,65958.969818,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66203.515843,sim:measure,"'t__Disc_dly_valid,32__' = '282.693000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66211.727818,sim:measure,"'t__Disc_dly_valid,32__' = '288.284000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66274.025374,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66274.025374,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66276.02539,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66276.02539,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66491.403374,sim:measure,"'t__Disc_dly_valid,32__' = '254.307000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66507.13939,sim:measure,"'t__Disc_dly_valid,32__' = '267.376000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66591.080946,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66591.080946,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66593.080962,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66593.080962,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,66934.561,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,66938.401,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,66942.241,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,66946.081,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_ERROR,67150.921,dsi3_random_discovery_mode_seq,Unable to get OTP model interface from config DB!
dsi3_discovery_mode.log,UVM,UVM_INFO,67150.921,dsi3_random_discovery_mode_seq,dsi3_random_discovery_mode_seq sequence starting
dsi3_discovery_mode.log,UVM,UVM_INFO,67159.602,sim:measure,'DSI_CFG' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,67247.247606,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67249.247622,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67460.681606,sim:measure,"'t__Disc_dly_valid,32__' = '249.512000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67470.365622,sim:measure,"'t__Disc_dly_valid,32__' = '256.598000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67564.303178,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67564.303178,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67566.303187,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67566.303187,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67777.829178,sim:measure,"'t__Disc_dly_valid,32__' = '249.121000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67818.121187,sim:measure,"'t__Disc_dly_valid,32__' = '288.080000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67881.35875,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67881.35875,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67883.358721,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,67883.358721,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68106.380721,sim:measure,"'t__Disc_dly_valid,32__' = '258.502000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68109.83675,sim:measure,"'t__Disc_dly_valid,32__' = '265.062000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68198.41425,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68198.41425,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68200.414266,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68200.414266,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68406.664266,sim:measure,"'t__Disc_dly_valid,32__' = '242.121000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68440.08025,sim:measure,"'t__Disc_dly_valid,32__' = '276.824000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68515.469822,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68515.469822,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68517.469838,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68517.469838,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68743.499838,sim:measure,"'t__Disc_dly_valid,32__' = '263.212000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68759.715822,sim:measure,"'t__Disc_dly_valid,32__' = '279.680000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68832.525394,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68832.525394,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68834.52541,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,68834.52541,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69074.99141,sim:measure,"'t__Disc_dly_valid,32__' = '277.694000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69077.943394,sim:measure,"'t__Disc_dly_valid,32__' = '281.749000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69149.580966,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69149.580966,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69151.580929,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69151.580929,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69493.002,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,69496.842,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,69500.682,sim:measure,'DSI_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,69504.522,sim:measure,'DSI_IRQ_STAT' status = PASS
dsi3_discovery_mode.log,UVM,UVM_ERROR,69709.362,dsi3_random_discovery_mode_seq,Unable to get OTP model interface from config DB!
dsi3_discovery_mode.log,UVM,UVM_INFO,69709.362,dsi3_random_discovery_mode_seq,dsi3_random_discovery_mode_seq sequence starting
dsi3_discovery_mode.log,UVM,UVM_INFO,69718.043,sim:measure,'DSI_CFG' status = PASS
dsi3_discovery_mode.log,UVM,UVM_INFO,69805.69207,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,69807.692086,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70011.39407,sim:measure,"'t__Disc_dly_valid,32__' = '242.608000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70013.610086,sim:measure,"'t__Disc_dly_valid,32__' = '242.456000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70122.747619,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70122.747619,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70124.747586,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70124.747586,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70361.477586,sim:measure,"'t__Disc_dly_valid,32__' = '273.475000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70370.793619,sim:measure,"'t__Disc_dly_valid,32__' = '285.366000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70439.803153,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70439.803153,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70441.803158,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70441.803158,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70665.565153,sim:measure,"'t__Disc_dly_valid,32__' = '262.139000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70678.357158,sim:measure,"'t__Disc_dly_valid,32__' = '273.621000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70756.858714,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70756.858714,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70758.85873,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70758.85873,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70970.66873,sim:measure,"'t__Disc_dly_valid,32__' = '248.463000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,70976.452714,sim:measure,"'t__Disc_dly_valid,32__' = '256.155000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71073.914286,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71073.914286,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71075.914302,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71075.914302,sim:measure,"'t__Disc_per,32__' = '317.055000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71285.396302,sim:measure,"'t__Disc_dly_valid,32__' = '245.790000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71325.508286,sim:measure,"'t__Disc_dly_valid,32__' = '287.143000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71390.969858,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71390.969858,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 0'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71392.969843,sim:measure,"'t__Disc_pulse,32__' = '64.000000' condition = 'at channel 1'"
dsi3_discovery_mode.log,UVM,UVM_INFO,71392.969843,sim:measure,"'t__Disc_per,32__' = '317.056000' condition = 'at channel 1'"
